name,type,no_brand,generic,synonyms,manufacturers,linked
"ООО ""Сыроварня ""Волжанка""",manufacturer,False,,"сыроварня ""волжанка|сыроварня волжанка","ООО ""Сыроварня ""Волжанка""",apetina
"ООО ""ТАЙГА-ПРОДУКТ""",manufacturer,False,,тайга продукт|тайга-продукт,"ООО ""ТАЙГА-ПРОДУКТ""|ООО ""Тайга-Продукт""|ООО""Тайга продукт""",кедровый бор|о'кей|сибиряк|таёжный сбор
"ООО ""ТД Айсберри""",manufacturer,False,,айсберри|тд айсберри,"ООО ""ТД Айсберри""",филевское
"ООО ""ТК ""Мираторг""",manufacturer,False,,gurmama|vитамин|мирандия|мираторг|садия,"ООО ""ТК ""Мираторг""",vitamin|витамин|мираторг
"ООО ""ТПК ""БиоФуд""",manufacturer,False,,биофуд,"ООО ""ТПК ""БиоФуд""",биг ланч
"ООО ""Талосто-3000""",manufacturer,False,,без хлопот|венеция|ля фам|мастерица|талосто|талосто 3000|талосто-3000|талосто-продукты,"ООО ""Талосто-3000""",о'кей|окей|талосто|талосто-3000
"ООО ""Талосто-Продукты""",manufacturer,False,,без хлопот|венеция|ля фам|мастерица|талосто|талосто продукты|талосто-3000|талосто-продукты,"ООО ""Талосто-Продукты""",о'кей|талосто|талосто-продукты
"ООО ""Тамбовский""",manufacturer,False,,тамбовский,"ООО ""Тамбовский""",предгорье кавказа
"ООО ""Техада""",manufacturer,False,,техада,"ООО ""Техада""|ООО""Техада""",green ray
"ООО ""Торгово- Промышленная Компания ""Вилон""",manufacturer,False,,"торгово  промышленная компания вилон|торгово- промышленная компания ""вилон|торгово- промышленная компания вилон","ООО ""Торгово- Промышленная Компания ""Вилон""",вкусный суп
"ООО ""Торгово-промышленная Компания ""Вилон""",manufacturer,False,,"торгово промышленная компания вилон|торгово-промышленная компания ""вилон|торгово-промышленная компания вилон","ООО ""Торгово-промышленная Компания ""Вилон""",вилон
"ООО ""Торговый Дом ""МасКа""",manufacturer,False,,"торговый дом ""маска|торговый дом маска","ООО ""Торговый Дом ""МасКа""",
"ООО ""Торговый дом ""Москворецкий""",manufacturer,False,,"торговый дом ""москворецкий|торговый дом москворецкий","ООО ""Торговый дом ""Москворецкий""",рублёвский
"ООО ""Торговый дом ""Прайд""",manufacturer,False,,"торговый дом ""прайд|торговый дом прайд","ООО ""Торговый дом ""Прайд""",кедровый бор
"ООО ""Торговый дом ПЕТРОДИЕТ""",manufacturer,False,,"торговый дом ""петродиет|торговый дом петродиет","ООО ""Торговый дом ""Петродиет""|ООО ""Торговый дом ПЕТРОДИЕТ""|ООО ""Торговый дом ПЕТРОДИЕТ"", Россия",петродиет
"ООО ""Тотьяна""",manufacturer,False,,тотьяна,"ООО ""Тотьяна""",тортьяна
"ООО ""Универсальные пищевые технологии""",manufacturer,False,,универсальные пищевые технологии,"ООО ""Универсальные пищевые технологии""",lipton
"ООО ""ФЕС ПРОДУКТ""",manufacturer,False,,макшоко|фес продукт,"OOO ""ФЕС ПРОДУКТ""|ООО ""ФЕС ПРОДУКТ""|ООО ""ФЕС ПРОДУКТ"", Россия",macchoco|macchocolate|maccoffee|macfito|петровская слобода
"ООО ""ФЕС УКР""",manufacturer,False,,фес укр,"ООО ""ФЕС УКР""",maccoffee
"ООО ""ФКПЧФ Бобимэкс т.м."", Россия",manufacturer,False,,фкпчф бобимэкс т.м.,"ООО ""ФКПЧФ Бобимэкс т.м."", Россия",старые добрые традиции
"ООО ""ФКПЧФ Бобимэкс тм""",manufacturer,False,,старые добрые традиции|фкпчф бобимэкс тм,"ООО ""ФКПЧФ Бобимэкс тм""",club|frukto|star-bar|ретро|сенежская|старые добрые традиции|фруктомания
"ООО ""ФЭС ПРОДУКТ""",manufacturer,False,,фэс продукт,"ООО ""ФЭС ПРОДУКТ""",macchocolate
"ООО ""Фабрика замороженных полуфабрикатов""",manufacturer,False,,фабрика замороженных полуфабрикатов,"ООО ""Фабрика замороженных полуфабрикатов""|ООО ""Фабрика замороженных полуфабрикатов"", Россия",морозко green|окей
"ООО ""Фили-Бейкер""",manufacturer,False,,фили бейкер|фили-бейкер,"ООО ""Фили-Бейкер""",фили-бейкер
"ООО ""Финниш Милк Компани""",manufacturer,False,,финниш милк компани,"ООО ""Финниш Милк Компани""",тысяча озер
"ООО ""Фирма ""Мортадель""",manufacturer,False,,мортадель,"ООО ""Фирма ""Мортадель""",мортадель
"ООО ""Фонте Аква""",manufacturer,False,,фонте аква,"ООО ""Фонте Аква""",калинов родник|святой источник|фонте аква fonte
"ООО ""Фонте Аква"" П013248",manufacturer,False,,"калинов родник|фонте аква п013248|фонте аква"" п013248","ООО ""Фонте Аква"" П013248",калинов родник|фонте аква калинов родник
"ООО ""ХОХЛАНД РУССЛАНД""",manufacturer,False,,хохланд руссланд,"ООО ""ХОХЛАНД РУССЛАНД""",almette|hochland
"ООО ""Хайнц-Георгиевск""",manufacturer,False,,хайнц георгиевск|хайнц-георгиевск,"ООО ""Хайнц-Георгиевск""",john west
"ООО ""Харрис СНГ"", Россия",manufacturer,False,,харрис снг,"ООО ""Харрис СНГ"", Россия",harry`s
"ООО ""Харрси СНГ""",manufacturer,False,,харрси снг,"ООО ""Харрси СНГ""",harry`s
"ООО ""Хладокомбинат Западный""",manufacturer,False,,хладокомбинат западный,"ООО ""Хладокомбинат Западный""",4 сезона
"ООО ""Холмский РКЗ №28""",manufacturer,False,,холмский ркз №28,"ООО ""Холмский РКЗ №28""",дальневосточная
"ООО ""Хорошая Кухня""",manufacturer,False,,хорошая кухня,"ООО ""Хорошая Кухня""",хорошая кухня
"ООО ""Хорошая кухня плюс""",manufacturer,False,,хорошая кухня плюс,"ООО ""Хорошая кухня плюс""",хорошая кухня
"ООО ""ЦЕНТАВР"", Россия",manufacturer,False,,центавр,"ООО ""ЦЕНТАВР"", Россия",роскафе
"ООО ""ЧИБО СНГ"", Россия",manufacturer,False,,чибо снг,"ООО ""ЧИБО СНГ""|ООО ""ЧИБО СНГ"", Россия",tchibo
"ООО ""Чипита""",manufacturer,False,,чипита,"ООО ""Чипита""|ООО ""Чипита"", Россия",7 days|финети
"ООО ""Чистая линия""",manufacturer,False,,чистая линия,"ООО ""Чистая линия""|ООО ""Чистая линия"", Россия",полезные продукты|чистая линия
"ООО ""Шельф-2000""",manufacturer,False,,шельф 2000|шельф-2000,"ООО ""Шельф-2000""|ООО ""Шельф-2000"", Россия",ложкарев
"ООО ""Штиль""",manufacturer,False,,штиль,"ООО ""Штиль""",дальневосточная
"ООО ""Штраус"", Россия",manufacturer,False,,штраус,"ООО ""Штраус"", Россия",черная карта
"ООО ""Эверест""",manufacturer,False,,эверест,"ООО ""Эверест""",ого!
"ООО ""Эдельвейс Л""",manufacturer,False,,эдельвейс л,"ООО ""Эдельвейс Л""",святой источник
"ООО ""Элинар-Бройлер""",marketing,False,,элинар,,
"ООО ""Элинар-Бройлер"", Россия",manufacturer,False,,элинар|элинар бройлер|элинар-бройлер,"ООО ""Элинар-Бройлер"", Россия",первая свежесть
"ООО ""Эрман""",manufacturer,False,,эрман,"ООО ""Эрман""",valio
"ООО ""Эрманн""",manufacturer,False,,эрманн,"ООО ""Эрманн""",ehrmann|сочный молочный|эрмигурт
"ООО ""Эхо""",manufacturer,False,,белоручка|эхо,"ООО ""Эхо""",
"ООО ""ЮНАЙТЕД БЕЙКЕРС-Псков""",manufacturer,False,,юнайтед бейкерс псков|юнайтед бейкерс-псков,"ООО ""ЮНАЙТЕД БЕЙКЕРС-Псков""",любятово
"ООО ""Южная рисовая компания"", Россия",manufacturer,False,,южная рисовая компания,"ООО ""Южная рисовая компания""|ООО ""Южная рисовая компания"", Россия",о'кей
"ООО ""Южный продукт""",manufacturer,False,,южный продукт,"ООО ""Южный продукт""",дары россии
"ООО ""Юнайтед Бейкерс""",manufacturer,False,,юнайтед бейкерс,"ООО ""ЮНАЙТЕД БЕЙКЕРС""|ООО ""Юнайтед Бейкерс""",kellogg`s
"ООО ""Юнайтед Боттлинг Групп""",manufacturer,False,,юнайтед боттлинг групп,"ООО ""Юнайтед Боттлинг Групп""",greeme cola|лаймон фреш
"ООО ""Юнайтет Боттлинг Групп""",manufacturer,False,,юнайтет боттлинг групп,"ООО ""Юнайтет Боттлинг Групп""",лаймон фреш
"ООО ""Юничиз""",manufacturer,False,,юничиз,"ООО ""Юничиз""",anchor
"ООО ""Яковлевская чаеразвесочная фабрика""",manufacturer,False,,english classic|яковлевская чаеразвесочная фабрика,"ООО ""Яковлевская чаеразвесочная фабрика""",bernley|denker|акбар
"ООО ""Ярославский Бройлер"", Россия",manufacturer,False,,ярославский бройлер,"ООО ""Ярославский Бройлер"", Россия",ярославский бройлер
ООО «Невские сыры»,manufacturer,False,,гост 52253|невские сыры,"ООО ""НЕВСКИЕ СЫРЫ""|ООО ""Невские сыры""|ООО «Невские сыры»",e-piim|natura|город сыра|невские сыры|сиртаки
ООО «ПОЛАР БРИЗ»,manufacturer,False,,лар бриз,ООО «ПОЛАР БРИЗ»,морской котик
ООО «Парус»,manufacturer,False,,парус,ООО «Парус»,морской котик
ООО «РостАгроКомплекс»,manufacturer,False,,ностальгия|ростагрокомплекс|ростагроэкспорт,"ООО ""РостАгроКомплекс""|ООО «РостАгроКомплекс»",б.ю. александров|дружба|ностальгия|о'кей|ростагроэкспорт
ООО «Рыболов»,manufacturer,False,,рыболов,ООО «Рыболов»,
ООО «Юнилевер Русь»,manufacturer,False,,юнилевер русь,"ООО ""Юнилевер Русь""|ООО «Юнилевер Русь»|ООО""Юнилевер Русь""",calve|cornetto enigma|cremе bonjour|knorr|lipton|rama|балтимор|золотой стандарт|магнат|пышка|русские закуски|сarte d'or|экзо
"ООО АП ""ПОДСОЛНЕЧНОЕ""",manufacturer,False,,"ап ""подсолнечное|ап подсолнечное","ООО АП ""ПОДСОЛНЕЧНОЕ""",ирис
"ООО АРК ""Белуга""",manufacturer,False,,"арк ""белуга|арк белуга","ООО АРК ""Белуга""",астраханский
ООО Валио,manufacturer,False,,валио,"ООО ""ВАЛИО""|ООО ""Валио""|ООО Валио",valio|viola
ООО Винная Компания Дугладзе,marketing,False,,винная компания дугладзе,ООО Винная Компания Дугладзе,
"ООО КФ ""Надежда""",manufacturer,False,,"кф ""надежда|кф надежда","ООО ""КФ ""НАДЕЖДА""|ООО КФ ""Надежда""",аль-араби|надежда кф
"ООО Кондитерская фабрика ""Золотая Русь""",manufacturer,False,,"кондитерская фабрика ""золотая русь|кондитерская фабрика золотая русь","ООО Кондитерская фабрика ""Золотая Русь""",сказки мира|славянская звезда
"ООО ПК ""Сарепта-ПомидорПром""",manufacturer,False,,"пк ""сарепта-помидорпром|пк сарепта помидорпром|пк сарепта-помидорпром","ООО ПК ""Сарепта-ПомидорПром""|ООО ПК ""Сарепта-ПомидорПром"", Россия",огородников
"ООО ПКФ ""Беркут""",manufacturer,False,,"пкф ""беркут|пкф беркут","ООО ПКФ ""Беркут""",путина
"ООО ПКФ ""Ирей""",manufacturer,False,,"пкф ""ирей|пкф ирей","ООО ПКФ ""Ирей""",сайгон
"ООО ПТК ""Лесная бэлины""",manufacturer,False,,"птк ""лесная бэлины|птк лесная бэлины","ООО ПТК ""Лесная бэлины""",таёжный сбор
"ООО Производственный Комбинат ""Ильинское 95""",manufacturer,False,,"производственный комбинат ""ильинское 95|производственный комбинат ильинское 95","ООО Производственный Комбинат ""Ильинское 95""",ильинское|усадьба ильинское
"ООО РПК ""Золотая Линия""",manufacturer,False,,"рпк ""золотая линия|рпк золотая линия","ООО РПК ""Золотая Линия""",рыбоведовъ
"ООО ТД ""Дмитрогорский продукт""",manufacturer,False,,"тд ""дмитрогорский продукт|тд дмитрогорский продукт","ООО ТД ""Дмитрогорский продукт""",ближние горки
"ООО ТД ""Евдаковский"", Россия",manufacturer,False,,"тд ""евдаковский|тд евдаковский","ООО ТД ""Евдаковский"", Россия",золотой стандарт
"ООО ТПК ""Биофуд""",manufacturer,False,,"тпк ""биофуд|тпк биофуд","ООО ТПК ""Биофуд""",биг ланч
"ООО ТПК ""Остров Нефертити""",manufacturer,False,,"тпк ""остров нефертити|тпк остров нефертити","ООО ТПК ""Остров Нефертити""",сладости востока
"ООО ТПК ""СТОКРОСС""",manufacturer,False,,"тпк ""стокросс|тпк стокросс","ООО ТПК ""СТОКРОСС""",русский цикорий
"ООО Торговый дом ""Настюша""",manufacturer,False,,"торговый дом ""настюша|торговый дом настюша","ООО Торговый дом ""Настюша""",настюша|сокольническая
ООО Фзп,manufacturer,False,,фзп,ООО Фзп,морозко green|о'кей
ООО Ястро,manufacturer,False,,ястро,ООО «Ястро»|ООО Ястро,angry birds|rokler|омский завод плавленых сыров
"ООО фирма ""Малыш""",manufacturer,False,,"фирма ""малыш|фирма малыш","ООО фирма ""Малыш""",вкуснотеево
"ООО фирма ""Татьяна""",manufacturer,False,,"фирма ""татьяна|фирма татьяна","ООО фирма ""Татьяна""",тортьяна
"ООО"" Атлантик Брендс""",manufacturer,False,,атлантик брендс,"ООО"" Атлантик Брендс""",donat mg
"ООО""Ангстрем""",manufacturer,False,,ангстрем,"ООО""Ангстрем""",националь
"ООО""Дирол Кэдбери""",manufacturer,False,,дирол кэдбери,"ООО""Дирол Кэдбери""",alpen gold
"ООО""Доширак Коя""",manufacturer,False,,доширак коя,"ООО ""ДОШИРАК КОЯ""|ООО""Доширак Коя""",доширак
"ООО""Дымовское колбасное производство""",manufacturer,False,,дымовское колбасное производство,"ООО ""Дымовское колбасное производство""|ООО""Дымовское колбасное производство""",дымов
"ООО""Кока-Кола ЭйчБиСи Евразия""",manufacturer,False,,coca-cola|кока кола эйчбиси евразия|кока-кола эйчбиси евразия,"ООО ""Кока-Кола ЭйчБиСи Евразия""|ООО""Кока-Кола ЭйчБиСи Евразия""",bonaqua|burn|coca-cola|fanta|schweppes|sprite|добрый
"ООО""Компания Благо""",manufacturer,False,,благо,"ООО""Компания Благо""",благо|дары кубани|солнце мое
"ООО""ЛЕОВИТ нутрис""",manufacturer,False,,леовит нутрис,"ООО""ЛЕОВИТ нутрис""",худеем за неделю
"ООО""Меридиан""",manufacturer,False,,меридиан|мирамар,"ООО""Меридиан""",меридиан
"ООО""Мистраль""",manufacturer,False,,мистраль,"ООО""Мистраль""",мистраль
"ООО""Монарх""",manufacturer,False,,монарх,"ООО""Монарх""",белёк|монарх
"ООО""Нестле Россия""",manufacturer,False,,нестле россия,"ООО ""Нестле Россия""|ООО""Нестле Россия""",maggi|nescafe|nesquick|nestle|бон пари|россия щедрая душа
"ООО""Орими Трэйд""",manufacturer,False,,орими трэйд,"ООО""Орими Трэйд""",jardin|жокей
"ООО""ПИТ-ПРОДУКТ""",manufacturer,False,,пит продукт|пит-продукт,"ООО""ПИТ-ПРОДУКТ""",кампомос
"ООО""ПРОДИНКО""",manufacturer,False,,продинко,"ООО""ПРОДИНКО""",fito fruit
"ООО""ПепсиКо Холдингс""",marketing,False,,пепсико холдингс,"ООО""ПепсиКо Холдингс""",
"ООО""Ресурс""",manufacturer,False,,ресурс,"ООО ""Ресурс""|ООО""Ресурс""",увелка
"ООО""САФ-Нева""",manufacturer,False,,саф нева|саф-нева,"ООО ""САФ-НЕВА""|ООО""САФ-Нева""",саф-момент
"ООО""СнэкМастер""",manufacturer,False,,снэкмастер,"ООО ""СнэкМастер""|ООО""СнэкМастер""",сухогруз
"ООО' МПЗ ""Сетунь""",manufacturer,False,,"' мпз ""сетунь|' мпз сетунь","ООО' МПЗ ""Сетунь""",сетунь
ОСТАNКИНО,marketing,False,,останкино,"ЗАО ""Мясоперерабатывающий завод ""Ступино-Останкино"", Россия","зао ""мясоперерабатывающий завод ""ступино-останкино"", россия"
ОХОТНЫЙ РЯД,marketing,False,,,"ЗАО ""МИКОЯНОВСКИЙ МЯСОКОМБИНАТ""|ЗАО ""Микояновский мясокомбинат""","зао ""микояновский мясокомбинат"""
Оао «пищевой комбинат «вологодский» кунцево»,manufacturer,False,,,Оао «пищевой комбинат «вологодский» кунцево»,на здоровье!|сила злаков
Обожамс,marketing,False,,вилон,"ООО ""ТПК ""ВИЛОН""","ooo ""tpk ""vilon"""
Овощная Фабрика,marketing,False,,,"Oerlemans Foods Siemiatycze Sp. Z.o.o.|ООО ""Орлеманс Фудс""","oerlemans foods siemiatycze sp. z.o.o.|ооо ""орлеманс фудс"""
Ого!,marketing,False,,,"ЗАО ""Науясис Невежис""|ООО ""Эверест""","зао ""науясис невежис""|ооо ""эверест"""
Огородников,marketing,False,,,"Anshan J&N Foods Co.|Anshan J&N Foods Co., Ltd.|ООО ""Белгородский консервный комбинат""|ООО ПК ""Сарепта-ПомидорПром""|ООО ПК ""Сарепта-ПомидорПром"", Россия|ООО""Агро-Инвест""","anshan j&n foods co.|anshan j&n foods co., ltd.|ооо ""агро-инвест""|ооо ""белгородский консервный комбинат""|ооо пк ""сарепта-помидорпром"""
Окей,marketing,False,,о'кей,"ООО ""Талосто-3000""|ООО ""Фабрика замороженных полуфабрикатов"", Россия|ООО Фзп","ооо ""талосто-3000""|ооо ""фабрика замороженных полуфабрикатов"""
Окраина,marketing,False,,,"ООО ""МПЗ Богородский""|ООО ""МПЗ Богородский"", Россия","ооо ""мпз богородский"""
Олимпик Фудс,marketing,False,,,"ООО ""Олимпик Фудс""","ооо ""олимпик фудс"""
Омский завод плавленых сыров,marketing,False,,ичалковское,"ОАО ""Сыродельный Комбинат Ичалковский""|ООО Ястро","оао ""сыродельный комбинат ичалковский""|ооо ястро"
Опера,marketing,False,,,Compagnie Francaise des Grands Vins,
ОрганикФуд Mivela,marketing,False,,,Nova Sloga A.D.,nova sloga a.d.
ОрганикФуд Rimuss,marketing,False,,,,
ОрганикФуд Spa,marketing,False,,,S.A.SPA MONOPOLE,s.a.spa monopole
Орими трейд,marketing,False,,jardin|десерт кап|жардин|клауд форест|орими|стиль ди милано|суматра мандхелинг|супремо,,"ооо ""орими трейд"""
Оскар,marketing,False,,,"ООО ""Ногинский пищевой комбинат""","ооо ""ногинский пищевой комбинат"""
Особый,marketing,False,,,"ОАО ""Оркла Брэндс Россия""","оао ""оркла брэндс россия"""
Останкино,marketing,False,,останкинская|останкинские|останкинский|останкинское|по-останкински|руостанкино,"ОАО ""ОМПК""|ОАО ""ОМПКт""|ООО ""ОМПК""","оао ""омпк""|оао ""омпкт"""
Останкинский молочный комбинат,marketing,False,,останкино|останкинская|останкинские|останкинский|останкинское|по-останкински,,"оао ""останкинский молочный комбинат"""
Останкинское,marketing,False,,останкино|останкинская|останкинские|останкинский|по-останкински,"ОАО ""Останкинский молочный комбинат""","оао ""останкинский молочный комбинат"""
От Мартина,marketing,False,,,"ООО ""МАРТИН""","ооо ""мартин"""
"Открытое акционерное общество""МАКФА""",manufacturer,False,,,"Открытое акционерное общество""МАКФА""",макфа
Очаково,marketing,False,,очаковский,"ЗАО МПБК ""Очаково""","зао мпбк ""очаково"""
Очаковский,marketing,False,,,"ЗАО МПБК ""Очаково""","зао мпбк ""очаково"""
"ПАО ""Лантеманнен Акса""",manufacturer,False,,лантеманнен акса,"ПАО ""Лантеманнен Акса""",аха
"ПАО ""Лантманнен Акса""",manufacturer,False,,лантманнен акса,"ПАО ""Лантманнен Акса""",start|аха
"ПАО ""Петербургский мельничный комбинат""",manufacturer,False,,петербургский мельничный комбинат,"ОАО ""Петербургский мельничный комбинат""|ОАО""Петербургский мельничный комбинат""|ПАО ""Петербургский мельничный комбинат""|ПАО ""Петербургский мельничный комбинат"", Россия",аладушкин|горница|кудесница|хлеббург|ясно солнышко
"ПАО ""Птицефабрика Роскар""",manufacturer,False,,птицефабрика роскар,"ПАО ""Птицефабрика Роскар""","яйца ""яркоvо""  столовые 1 категории (25)"
ПЕТМОЛ,marketing,False,,,"ОАО ""Компания ЮНИМИЛК""","оао ""компания юнимилк"""
ПЛАСТМАССА,manufacturer,False,,,ПЛАСТМАССА,ароматы жизни|о'кей
ПЛЕНОЧНЫЕ МАТЕРИАЛЫ ВЫСОКОБАРЬЕРНЫЕ,manufacturer,False,,,ПЛЕНОЧНЫЕ МАТЕРИАЛЫ ВЫСОКОБАРЬЕРНЫЕ,lavazza|safari coffee|tchibo|черная карта
ПОЛИМЕР,manufacturer,False,,,ПОЛИМЕР,bigbon|роллтон
ПРО НКАНАК,manufacturer,False,,,ПРО НКАНАК,каравай
ПРОДУКТЫ ОТ ИЛЬИНОЙ,marketing,False,,от ильиной,"ООО ""Айс-Продукт""","ооо ""айс-продукт"""
ПРОСТОКВАШИНО,marketing,False,,,"""Молочный комбинат ""Владимирский""|АО ""ДАНОН РОССИЯ""|ЗАО ""Си-Проджект""|ОАО ""Компания ЮНИМИЛК""|ОАО ""Компания Юнимилк""|ООО ""ЮниМилк""|СООО ""Данон Шклов""","""молочный комбинат ""владимирский""|ао ""данон россия""|оао ""компания юнимилк""|ооо ""си-проджект""|сооо ""данон шклов"""
ПФ вес,marketing,False,,,,
Пан Ступка,marketing,False,,,"ОАО ""МОЛОКО""","оао ""молоко"""
Папричи,marketing,False,,,"ООО ""Состра""","ооо ""состра"""
Пасха,marketing,False,,,,
Паулиг,marketing,False,,,,
Первая Свежесть,marketing,False,,элинар,"ООО ""Элинар-Бройлер"", Россия","ооо ""элинар-бройлер"", россия"
Петелино,marketing,False,,петелинка,"ЗАО ""Петелинская птицефабрика"", Россия","зао ""петелинская птицефабрика"", россия"
Петра,marketing,False,,,"ООО ""Маревен Фуд Сэнтрал""|ООО ""Маревен Фуд Украина""","ооо ""маревен фуд сэнтрал""|ооо ""маревен фуд украина"""
Петровская Слобода,marketing,False,,,"ООО ""ФЕС ПРОДУКТ""|ООО ""ФЕС ПРОДУКТ"", Россия","ооо ""фес продукт"""
Петродиет,marketing,False,,,"ООО ""Торговый дом ""Петродиет""|ООО ""Торговый дом ПЕТРОДИЕТ""|ООО ""Торговый дом ПЕТРОДИЕТ"", Россия","ооо ""торговый дом петродиет"""
Петрохолод,marketing,False,,идеальная пара|как раньше,"ОАО ""Петрохолод""","оао ""петрохолод"""
Печем Дома,marketing,False,,печём дома,"ОАО ""РУССКИЙ ПРОДУКТ""|ОАО ""Русский Продукт""|ОАО ""Русский продукт"", Россия","оао ""русский продукт"""
Пиканта,marketing,False,,,"ООО ""АстраЭкоПром""|ООО ""Вкусный продукт""|ООО ""Плодородный край""|ООО""Плодородный край""","ооо ""астраэкопром""|ооо ""вкусный продукт""|ооо ""плодородный край"""
Полезные продукты,marketing,False,,,"ИП Соколова В.А.|ООО ""Чистая линия""","ип соколова в.а.|ооо ""чистая линия"""
Полонез,marketing,False,,,"ООО ""Ногинский пищевой комбинат""","ооо ""ногинский пищевой комбинат"""
Полосатик,marketing,False,,,"""RICHETTI S.p.A.""","""richetti s.p.a."""
Предгорье Кавказа,marketing,False,,,"ООО ""Тамбовский""","ооо ""тамбовский"""
"Предприниматель Уткин Алексей Евгеньевич, Россия",manufacturer,False,,,"Предприниматель Уткин Алексей Евгеньевич, Россия",о'кей
Преображенский,marketing,False,,,"ЗАО ""Молочный завод ""Преображенский""|ООО ""Преображенский кондитер""","зао ""молочный завод ""преображенский""|ооо ""преображенский кондитер"""
Приазовская,marketing,False,,троекурово,,
Принцесса Гита,marketing,False,,,"ООО ""НЕП""","ооо ""неп"", россия"
Принцесса Нури,marketing,False,,,"ООО ""НЕП""","ооо ""неп"", россия"
Принцесса Ява,marketing,False,,,"ООО ""НЕП""","ооо ""неп"", россия"
Приосколье,marketing,False,,,"ЗАО ""Приосколье""|ЗАО ""Приосколье"", Россия","зао ""приосколье"", россия"
Продукты питания Комбинат,marketing,False,,добротный продукт|золотой петушок|зп,,"ооо ""продукты питания комбинат"""
Проморе,marketing,False,,norton,,"ооо ""проморе"", россия"
Птица,marketing,True,,,"ЗАО ""Приосколье"", Россия|ОАО ""Угличская птицефабрика"", Россия",
Птицефабрика Калужская,marketing,False,,рококо,,"оао ""птицефабрика калужская"", россия"
Путина,marketing,False,,,"ООО ""Путина""|ООО ""Рыбак""|ООО ПКФ ""Беркут""","ооо ""путина""|ооо ""рыбак""|ооо пкф ""беркут"""
Пчела АЯ,marketing,False,,,"ООО ""Алтайский Пчелоцентр""","ооо ""алтайский пчелоцентр"""
Пчеловод,marketing,False,,таёжный,"ООО ""Пчеловод""","ооо ""пчеловод"""
Пышка,marketing,False,,,"ООО""Юнилевер Русь""",ооо «юнилевер русь»
Пышный Рецепт,marketing,False,,,"ОАО ""Нижегородский масло-жировой комбинат""","оао ""нижегородский масло-жировой комбинат"""
РЕМИТ,marketing,False,,,"МПЗ ""Ремит""|ООО ""МПЗ Ремит""","мпз ""ремит""|ооо ""мпз ремит"""
РК За Родину,manufacturer,False,,,РК За Родину,морской котик
РОК-1,marketing,False,,аморе|рок1,"ОАО ""Рыбообрабатывающий комбинат №1""|ОАО ""Рыбообрабатывающий комбинат №1"", Россия","оао ""рыбообрабатывающий комбинат №1"""
РРМ,marketing,False,,,"ООО ""Русский рыбный мир""","оао ""русский рыбный мир"""
Равиолло,marketing,False,,снежная страна,"ООО ""РАВИОЛИ""","ооо ""равиоли"""
Раменский КК,marketing,False,,,"ООО ""Раменский кондитерский комбинат""","ооо ""раменский кондитерский комбинат"""
Распак,marketing,False,,,"ООО ""РАСПАК"", Россия","ооо ""распак"", россия"
Растишка,marketing,False,,,"ООО ""Данон Индустрия""","ооо ""данон индустрия"""
Ресторанте,marketing,False,,,"""Д-р Аугуст Оеткер Нарунгсмиттель КГ""|""Д-р Оеткер Польска Сп.ц.о.о.""","""д-р аугуст оеткер нарунгсмиттель кг""|""д-р оеткер польска сп.ц.о.о."""
Ретро,marketing,False,,старые добрые традиции,"ООО ""ФКПЧФ Бобимэкс тм""","ооо ""фкпчф бобимэкс тм"""
Ржаной край,marketing,False,,коломенский,"ЗАО БКК ""Коломенский""","зао бкк ""коломенский"""
Рижский,marketing,False,,,,
Рижский залив,marketing,False,,,"ООО ""БАРКО""","ооо ""барко"""
Рисовашка,marketing,False,,,"ЗАО ""Алексеевский молочноконсервный комбинат""","зао ""алексеевский молочноконсервный комбинат"""
Рогачевъ,marketing,False,,,"ОАО ""Рогачевский МКК""","оао ""рогачевский мкк"""
Родные просторы,marketing,False,,,"ОАО Кондитерское объединение ""Россия""","оао кондитерское объединение ""россия"""
Роллтон,marketing,False,,,"ВСПЕНЕННЫЙ ПОЛИСТИРОЛ|ООО ""Маревен Фуд Сэнтрал""|ПОЛИМЕР","вспененный полистирол|ооо ""маревен фуд сэнтрал""|полимер"
Роскар,marketing,False,,,,
Роскафе,marketing,False,,,"ООО ""ЦЕНТАВР"", Россия","ооо ""центавр"", россия"
Российский,marketing,False,,россия щедрая душа,,
Россия Щедрая Душа,marketing,False,,,"ООО ""Нестле Россия""","ооо""нестле россия"""
Ростагроэкспорт,marketing,False,,ностальгия,"ООО ""РостАгроКомплекс""",ооо «ростагрокомплекс»
Росчайпром,marketing,False,,,"ООО ""Рязанская чайная фабрика""","ооо ""рязанская чайная фабрика"""
Рот Фронт,marketing,False,,коровка|рот-фронт|чудо ягода,"ОАО ""Рот Фронт""|ОАО ""Тульская кондитерская фабрика ""Ясная Поляна""","оао ""рот фронт""|оао ""тульская кондитерская фабрика ""ясная поляна"""
Рублёвский,marketing,False,,рублевские|рублевский,"ООО ""МПЗ ""Москворецкий""|ООО ""Торговый дом ""Москворецкий""","ооо ""мпз ""москворецкий""|ооо ""торговый дом ""москворецкий"""
Рузанна,marketing,False,,,,
Рузик,marketing,False,,,"ООО ""Правильное питание""","ооо ""правильное питание"""
Рузское молоко,marketing,False,,рузская|рузские|рузский|рузское,"ОАО ""РУЗСКОЕ МОЛОКО""|ОАО ""Рузское молоко""|ОАО Рузское молоко|ОАО""Рузское молоко""","оао ""рузское молоко"""
