raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn,tags,types
133162,нектар персик с мякотью,Золотая Русь,True,"ОАО ""Сады Придонья"", Россия",1л,,т/пак,Нектар Золотая Русь персик с мякотью 1л т/пак,"Напитки, соки|Соки, нектары, морсы",нектар|нектар + мякотью|нектар + персик|нектар + персик + мякотью|нектар + персик + с мякотью|нектар + с мякотью|персик|персики|персиковое
242206,чечевица желтая,Мистраль,True,"ООО""Мистраль""",450г,,,Чечевица желтая Мистраль 450г,"Бакалея|Горох, фасоль, чечевица|Крупы",желтый|жёлтый|чечевица
242048,икра мойвы соленая в сливочном соусе классическая,О'КЕЙ,True,"ОАО ПКП ""Меридиан"", Россия",180г,,,Икра мойвы ОКЕЙ соленая в сливочном соусе Классическая 180г,"Икра|Рыба, морепродукты и икра",икра|икра + в сливочном|икра + в сливочном + соусе|икра + в соусе|икра + классическая|икра + мойвы|икра + мойвы + в сливочном|икра + мойвы + в соусе|икра + мойвы + классическая|икра + мойвы + сливочном|икра + мойвы + соусе|икра + сливочном|икра + сливочном + в соусе|икра + сливочном + соусе|икра + соленая|икра + соусе|мойва
108631,сельдь филе-кусочки в масле с укропом,STANDARD,True,None,400г,,,"Сельдь филе-кусочки в масле с укропом По-царски, 400г Балтийский Берег","Пресервы|Рыба, морепродукты и икра|Рыбная гастрономия",кусочки|сельдь|сельдь + в масле|сельдь + в масле + с укропом|сельдь + в масле + укропом|сельдь + кусок|сельдь + кусок + в масле|сельдь + кусок + масле|сельдь + кусочки|сельдь + кусочки + в масле|сельдь + кусочки + масле|сельдь + кусочки + с укропом|сельдь + кусочки + укропом|сельдь + масле|сельдь + масле + с укропом|сельдь + масле + укропом|сельдь + с укропом|сельдь + укропом|сельдь + филе|сельдь + филе + в масле|сельдь + филе + кусок|сельдь + филе + кусок + в масле|сельдь + филе + кусок + масле|сельдь + филе + кусочки|сельдь + филе + кусочки + в масле|сельдь + филе + кусочки + масле|сельдь + филе + кусочки + с укропом|сельдь + филе + кусочки + укропом|сельдь + филе + масле|сельдь + филе + с укропом|сельдь + филе + укропом|сельдь + филе кусочки|сельдь + филе кусочки + в масле|сельдь + филе кусочки + масле|сельдь + филе кусочки + с укропом|сельдь + филе кусочки + укропом|сельдь + филе-кусочки|сельдь + филе-кусочки + в масле|сельдь + филе-кусочки + масле|сельдь + филе-кусочки + с укропом|сельдь + филе-кусочки + укропом|филе|филе + сельди
242568,сырок глазир белая карамель,Тевье Молочник,True,"ОАО ""Коломнамолпром""",40г,"22,9%",,"Сырок глазир Тевье молочник 22,9% белая карамель 40г","Молочные продукты|Молочные продукты, сыры, яйцо|Творожные изделия",сыр|сыр + белыми|сыр + с белыми|сырки|сырки + глазир|сырная|сырные|сырный|сырок|сырок + глазир
164155,Чупа Чупс шоколадный шар,Чупа Чупс,True,None,25г,,,Чупа Чупс Шоколадный Шар 25г,Кондитерские изделия|Шоколад,Чупа
243197,сыр слайс,Белебеевский,True,"ОАО ""Белебеевский ордена ""Знак Почета"" молочный комбинат""",180г,,,Сыр Белебеевский слайс 180г,"Молочные продукты, сыры, яйцо|Сыры|Твердые сыры",сыр|сыр + слайс|сырки|сырная|сырные|сырный|сырок
242004,крупа манная,Националь,True,"ООО""Ангстрем""",800г,,,Крупа Манная 800г  Националь,Бакалея|Другие крупы|Крупы,крупа|крупа + манная
185568,кофе молотый presidentti gold,Paulig,True,Густав Паулиг Лтд.,275г,,,Кофе молотый Paulig Presidentti Gold 275г,"Кофе|Чай, кофе, какао",Кофе|кофе|кофе + gold|кофе + presidentti|кофе + presidentti + gold|кофе + в presidentti|кофе + молотого|кофе + молотый|кофе + молотый + gold|кофе + молотый + presidentti|кофе + с молотого|кофейный|молотый|молотый + кофе
81488,сок яблоко,Tropicana,True,None,0.97л,,т/пак,Сок Тропикана яблоко 0.97л т/пак,"Напитки, соки|Соки, нектары, морсы",сок|сок + яблоко|сок + яблочный|яблоки|яблочно|яблочный
180154,томаты в с/с,Зеленый Великан,True,Феджер ди Жерардо Феррайоли Спа,400г,,,Томаты в с/с Зеленый Великан 400г,"Консервация|Овощные консервы|Томатная паста, томаты консервированные",помидоры|помидоры + в с с|помидоры + в с/с|помидоры + с с|помидоры + с/с|помидоры + томаты|томат|томатная|томатно|томатное|томатные|томатный|томаты|томаты + в с с|томаты + в с/с|томаты + с с|томаты + с/с
154757,напиток old pepper's crew б/а сильнгаз,Dr.Pepper,False,"ООО ""ПК ""АКВА""",0.6л,,,Напиток Old Pepper's Crew б/а сильнгаз 0.6л,"Лимонады, газированные напитки|Напитки, соки",напитки|напиток|напиток + б а|напиток + б/а
139974,кетчуп чили,Махеевъ,True,"ЗАО ""Эссен Продакшн АГ""",500г,,дой-пак,Кетчуп Махеевъ чили 500г дой-пак,"Кетчупы|Растительные масла, соусы и приправы",кетчуп
92341,лосось рубленный подкопч с ананасом,а'море,True,"ОАО ""Рыбообрабатывающий комбинат №1""",200г,,,Лосось Аморе рубленный подкопч с ананасом 200г,"Пресервы|Рыба, морепродукты и икра|Рыбная гастрономия",лосось|лосось + подкопч|лосось + рубленный|лосось + рубленный + подкопч
173193,сардина в т/с,Jon West,True,"European Seafood Investments Portugal, S.A.",120г,,,Сардина в т/с 120г Джон Вест,Консервация|Рыбные консервы,сардина|сардины
45877,яблоки ред делишес,Не Бренд,False,None,кг,,,"Яблоки Ред Делишес, кг","Овощи, фрукты, грибы, ягоды|Фрукты, ягоды",яблоки|яблоки + ред|яблочно|яблочный
182066,приправа чеснок гранулированный,Kamis,True,МакКормик Польша АО,25г,,,Приправа Kamis чеснок гранулированный 25г,"Растительные масла, соусы и приправы|Специи, приправы",приправа|приправа + гранулированный|приправа + с чесноком|приправа + чеснок|приправа + чеснок + гранулированный|приправа + чесноком|чеснок|чесночная|чесночная + приправа
244477,ветчинка домашняя,Гродфуд,True,"СООО ""Квинфуд""",110г,,,Ветчинка Домашняя Гродфуд 110г,Готовые блюда консервированные|Консервация,ветчина|ветчинка
66022,соль баланс с пониж содерж натрия шейкер,ESCO,True,"""esco - european salt company GmbH & Co. KG"", Германия",300г,,,Соль Esco Баланс с пониж. содерж натрия 300г шейкер,Бакалея|Соль,соль|соль + шейкер
108570,чебурек с говядиной и свининой,Вилон,False,None,125г,,,Чебурек с говядиной и свининой 125г,Готовые блюда замороженные|Замороженные продукты,чебурек|чебуреки
594246,маргарин сливочник,Столовый,True,"ОАО ""Нижегородский масло-жировой комбинат""",180г,,,Маргарин Столовый сливочник 180г,"Масло сливочное и маргарин|Молочные продукты|Молочные продукты, сыры, яйцо",маргарин
597831,напиток растворимый в ассортименте,Yupi,True,Tresmontes S.A. Yungay,15г,,,Напиток Yupi растворимый 15г в ассортименте,"Растительные масла, соусы и приправы|Специи, приправы",напитки|напиток|напиток + растворимый
181661,жёлтый полосатик сол/суш,Сухогруз,True,"ООО""СнэкМастер""",70г,,пак.,Жёлтый полосатик сол/суш. 70г Сухогруз пак.,"Рыба вяленая, сушеная, снэки рыбные|Рыба, морепродукты и икра|Рыбная гастрономия",желтый|желтый + полосатик|желтый + полосатик + сол|желтый + сол|жёлтый|жёлтый + полосатик|жёлтый + полосатик + суш|жёлтый + суш
144910,нектар вишн/ябл осв,Мой,True,"ОАО ""Сады Придонья"", Россия",0.95л,,т/пак,Нектар Мой вишн/ябл осв.0.95л т/пак,"Напитки, соки|Соки, нектары, морсы",нектар|нектар + осв|нектар + ябл
68930,конфитюр малина,Schwartau,True,Schwartauer Werke GmbH&Co,340г,,,Конфитюр Schwartau малина 340г,Консервация|Фруктово-ягодная консервация,конфитюр|конфитюр + малина|малина
127656,соус аджика по-кавказски,Бион,True,None,250г,,,Соус Аджика по-кавказски 250г Бион,"Растительные масла, соусы и приправы|Соусы",соус|соус + аджика
243365,мороженое экстрем тропик,Nestle,True,"ООО""Нестле Россия""",120мл,,,Мороженое Экстрем Тропик 120мл Нестле,"Молочные продукты, сыры, яйцо|Мороженое",мороженое
152142,шампиньоны консервированные резаные,Барко,True,"""ZHANGZHOU LONGJIANG IMP. AND EXP. CORPORATION""",400г,,,Шампиньоны Барко консервированные резаные 400г,Грибные консервы|Консервация,шампиньон|шампиньоны|шампиньоны + резаные
90539,крупа рис длиннозерный,Увелка,True,"ООО""Ресурс""",5х100г,,,Крупа Рис длиннозерный 5х100г Увелка,Бакалея|Крупы|Рис,крупа|крупа + длиннозерный|крупа + рис|крупа + рис + длиннозерный|крупа + рисовая|рис|рисовая
244896,конфеты шоколадные россия щедрая душа с вафельной крошкой,Родные просторы,True,"ОАО Кондитерское объединение ""Россия""",235г,,,Конфеты шоколадные Россия щедрая душа Родные Просторы с вафельной крошкой 235г,Кондитерские изделия|Конфеты,конфета|конфеты|конфеты + вафель|конфеты + с шоколадно|конфеты + со вафель|конфеты + шоколад|конфеты + шоколадно|конфеты + шоколадные|конфеты + шоколадом|конфеты + шоколадом + вафель|конфеты + шоколадом + с шоколадно|конфеты + шоколадом + со вафель|конфеты + шоколадом + шоколадно|шоколад|шоколад + в конфет|шоколад + конфет|шоколадная|шоколадное|шоколадный
195410,шоколадный батончик tempo с начинкой из вафель,Alpen Gold,True,"ООО""Дирол Кэдбери""",22г,,,Шоколадный батончик Alpen Gold TEMPO с начинкой из вафель 22г,Кондитерские изделия|Шоколад,батон|батончик|батончик + шоколад|батончики|булка|булки|булочка|булочки|шоколад|шоколад + начинкой|шоколад + с начинкой|шоколадная|шоколадное|шоколадный|шоколадный + батончик
180781,чай черный с чабрецом,Сайгон,True,"ООО ПКФ ""Ирей""",,,25пак,Чай Сайгон черный с чабрецом 25пак,"Чай черный|Чай, кофе, какао",чай|чай + с чабрецом|чай + чабрецом|чай + черный|чай + черный + с чабрецом|чай + черный + чабрецом|черная
80158,шоколад фирменный,Бабаевский,True,"ОАО ""Кондитерский концерн Бабаевский""",100г,,,Шоколад Бабаевский Фирменный 100г,Кондитерские изделия|Шоколад,шоколад|шоколадная|шоколадное|шоколадный
242653,продукт йогуртный экстра сливочный клубн/земл,Эрмигурт,True,"ООО ""Эрманн""",115г,"7,5%",,"Продукт йогуртный Эрмигурт экстра сливочный 7,5% 115г клубн/земл","Йогурты и творожки|Молочные продукты|Молочные продукты, сыры, яйцо",йогурт|продукт|продукт + йогурт|продукт + йогуртный|продукт + йогуртный + сливочный|продукт + йогуртный + экстра|продукт + йогуртовый|продукт + сливочный|продукт + экстра|продукт + экстра + сливочный
242191,фасоль кидни красная,Мистраль,True,"ООО""Мистраль""",450г,,,Фасоль Кидни красная 450г Мистраль,"Бакалея|Горох, фасоль, чечевица|Крупы",фасоль|фасоль + кидни|фасоль + кидни + красная|фасоль + красная
150299,сушки простая,Не Бренд,False,"ООО ""ПО МасКа""",300г,,,Сушки простая 300г,"Сухарики, баранки, сушки|Хлебобулочные изделия",сушка|сушка + простая|сушки|сушки + простые
44151,сервелат с/к № 5 из охл мяса,ВЕЛКОМ,False,"ООО ""Мясокомбинат ""Павловская Слобода""",,,в/у,Сервелат с/к  № 5 в/у из охл мяса,Колбасы копченые|Мясная гастрономия,сервелат|сервелат + из мяса|сервелат + из охл|сервелат + из охл + мяса|сервелат + мяса|сервелат + охл|сервелат + охл + из мяса|сервелат + охл + мяса|сервелат + с к|сервелат + с/к
242263,кета филе-кусок с/с,Асто,True,"ООО ""АСТО""",300г,,в/у,Кета Асто филе-кусок с/с 300г в/у,"Рыба соленая и копченая|Рыба, морепродукты и икра|Рыбная гастрономия",кета|кета + кусок|кета + кусок + с с|кета + кусок + с/с|кета + с с|кета + с/с|кета + филе|кета + филе + кусок|кета + филе + кусок + с с|кета + филе + кусок + с/с|кета + филе + с с|кета + филе + с/с|кета + филе кусок|кета + филе кусок + с с|кета + филе кусок + с/с|кета + филе-кусок|кета + филе-кусок + с с|кета + филе-кусок + с/с|кусочки|филе
242194,чечевица персидская красная,Мистраль,True,"ООО""Мистраль""",450г,,,Чечевица Персидская красная 450г Мистраль,"Бакалея|Горох, фасоль, чечевица|Крупы",чечевица|чечевица + красная
243324,грибы маслята маринованные,Таёжный сбор,True,"ООО ПТК ""Лесная бэлины""",500г,,,Грибы маслята Таёжный сбор маринованные 500г,Грибные консервы|Консервация,грибное|грибной|грибочки|грибы|грибы + маринованные|грибы + маслята|грибы + маслята + маринованные|маслята
114217,пельмени с олениной сибирский деликатес,Не Бренд,False,"ООО ""Сибирский деликатес Калининград""",1000г,,,Пельмени с Олениной 1000г Сибирский Деликатес,"Замороженные продукты|Пельмени, вареники, хинкали|Полуфабрикаты замороженные",пельмени|пельмени + сибирские
73216,ананасы колечки,Vitaland,True,"Takemg Pineapple Industrial Co., Ltd.",580 мл,,ж/б,Ананасы колечки Виталэнд 580 мл ж/б,Консервация|Фруктово-ягодная консервация,ананас|ананасы|ананасы + колечки|ананасы + кольца|кольца
244436,мол сост прод каша рисовая вишня,Сваля,True,"АО ""Пено Жвайгждес""",200г,6%,,Мол.сост.прод. Каша рисовая Сваля 6% 200г вишня,"Десерты, каши молочные|Молочные продукты|Молочные продукты, сыры, яйцо",мол|мол + каша|мол + каша + рисовая|мол + прод|мол + прод + каша|мол + прод + рисовая|мол + рисовая|мол + сост|мол + сост + каша|мол + сост + прод|мол + сост + рисовая
192067,суп шанбей морской гребешок,Гермен,True,"""Фуджиан Ориентлэнд Фудз Ко., лтд""",5*12г,,,Суп Гермен Шанбей морской гребешок 5*12г,"Растительные масла, соусы и приправы|Соусы",суп|суповой
613840,свинина охл шейка для запекания праздничная gourmet,Мираторг,True,"ЗАО ""СК Корочка""",кг,,,Свинина охл. шейка для запекания Праздничная Gourmet Мираторг. кг,Мясо и птица|Мясо охлажденное,свинина|свинина + gourmet|свинина + для запекания|свинина + запекания|свинина + охл|свинина + охл + gourmet|свинина + охл + для запекания|свинина + охл + запекания|свинина + охл + шея|свинина + шейная|свинина + шея
56028,шеи куриные охл,Ярославский Бройлер,True,"ООО ""Ярославский Бройлер"", Россия",кг,,,Шеи куриные охл. Ярославский Бройлер. кг,Мясо и птица|Птица охлажденная,куриная|куриное|куриный|курица|шеи|шеи + куриные
183220,сыр плавл грибы,Hochland,True,None,200г,,ванночка,Сыр плавл HOCHLAND Грибы  200г ванночка,"Молочные продукты, сыры, яйцо|Плавленные, копченые, колбасные сыры|Сыры",сыр|сыр + грибами|сыр + грибы|сыр + плавл|сыр + плавл + грибами|сыр + плавл + грибы|сыр + плавл + с грибами|сыр + с грибами|сырки|сырная|сырные|сырный|сырок
200373,острый перчик пири-пири,Iberica,True,«Olive Line» S. L.,100г,,ст/б,Острый перчик Пири-Пири Iberica 100г ст/б,Другие овощные консервы|Консервация|Овощные консервы,острый|перец|перец + острый
51630,чеснок,Не Бренд,False,None,кг,,,"Чеснок , кг","Корнеплоды|Овощи|Овощи, фрукты, грибы, ягоды",чеснок|чесночная
146034,колбаса п/к классная,Мясной дом БОРОДИНА,True,"ООО ""МДБ""",кг,,в/у,Колбаса п/к Классная МД Бородина в/у. кг,Колбасы копченые|Мясная гастрономия,колбаса|колбаса + п к|колбаса + п/к|колбаска|колбаски|колбаски + п к|колбаски + п/к|колбасный|колбасу
65566,баклажаны печеные,О'КЕЙ,True,"""Фрукто-Сливен""",530г,,,Баклажаны ОКЕЙ печеные 530г,Икра овощная|Консервация|Овощные консервы,баклажан|баклажаны|баклажаны + печеные
124853,чай зеленый жасмин,Maitre,True,"ООО ""Современные чайные технологии""",,,25пак,Чай Мэтр Зеленый Жасмин 25пак,"Чай зеленый|Чай, кофе, какао",чай|чай + жасмином|чай + зеленый|чай + зеленый + жасмином|чай + зеленый + с жасмином|чай + с жасмином
80404,крупа гречневая,PROSTO,True,"ООО ""Компания ""Ангстрем Трейдинг""",8х62.5г,,,Крупа гречневая 8х62.5г PROSTO,Бакалея|Крупа гречневая|Крупы,гречневая|гречневая + крупа|крупа|крупа + гречневая
170269,каша овсяная яблоко/корица,АХА,True,"ПАО ""Лантеманнен Акса""",40г,,,Каша овсяная AXA Яблоко/Корица 40г,Бакалея|Сухие завтраки,каша|каша + овсяная|каша + овсяная + яблоко|каша + яблоко|овес|овсяная|овсяные
242746,сыр плавленый с грибами,Hochland,True,"ООО ""ХОХЛАНД РУССЛАНД""",400г,,ванночка,Сыр плавленый HOCHLAND с грибами 400г ванночка,"Молочные продукты, сыры, яйцо|Плавленные, копченые, колбасные сыры|Сыры",плавленый|плавленый + сырный|сыр|сыр + грибами|сыр + грибы|сыр + плавленый|сыр + плавленый + грибами|сыр + плавленый + с грибами|сыр + с грибами|сырки|сырная|сырные|сырный|сырок
45998,ветчина пармская деликат,Citterio,True,Citterio,1кг,,,Ветчина Пармская Citterio 1кг деликат,Мясная гастрономия|Мясные деликатесы,ветчина|ветчинка
245287,конфеты ликер,Fazer,True,Fazer Confectionery,150г,,,Конфеты Fazer Ликер 150г,Кондитерские изделия|Конфеты,конфета|конфеты
245142,горошек зеленый консервированный 0 39,Heinz,True,Pudliszki Sp. z o. o,,,жесть,Горошек зеленый консервированный Heinz жесть 0.39,Горошек|Консервация|Овощные консервы,горох|горох + зеленый|гороховый|горошек|горошек + зеленый
80034,смесь мучная в/с блины царские,Аладушкин,True,"ПАО ""Петербургский мельничный комбинат""",800г,,,Смесь мучная в/с Аладушкин Блины царские 800г,Бакалея|Мука,мука|мука + в с|мука + в/с|мучные|смесь|смесь + блины|смесь + в с|смесь + в/с|смесь + мучная|смесь + мучная + блины|смесь + мучная + в с|смесь + мучная + в/с
241290,колбаса вареная русская в синюге,Рублёвский,True,"ООО ""Торговый дом ""Москворецкий""",кг,,,Колбаса вареная Русская Рублёвский в синюге. кг,Колбасы вареные|Мясная гастрономия,колбаса|колбаса + в синюге|колбаса + вареная|колбаса + вареная + в синюге|колбаса + вареная + русская|колбаса + вареная + синюге|колбаса + русская|колбаса + синюге|колбаска|колбаски|колбаски + вареные|колбасный|колбасу
139917,ирис сливочный,Надежда КФ,False,"ООО ""Кондитерская Фабрика ""Надежда""",385г,,,Ирис Сливочный 385г,Кондитерские изделия|Конфеты,ирис|сливки
242268,творог фруктовый груша,Агуша,True,"ОАО ""Вимм-Билль-Данн""",100г,"3,9%",,"Творог фруктовый Агуша 3,9% 100г Груша","Молочные продукты|Молочные продукты, сыры, яйцо|Продукты молочные для детей и кормящих мам",творог|творог + фруктовый|творожный|фруктовая|фруктовый
92529,молоко сгущённое стерилиз без сах гост,Молочная страна,True,"ООО ""Промконсервы""",338 гр,7.8%,,Молоко сгущённое стерилиз. без сах ГОСТ 7.8% Молочная страна 338 гр,Консервация|Молочные консервы,молоко|молоко + гост|молоко + с сах|молоко + сах|молоко + сах + гост|молоко + сгущенное|молоко + сгущённое|молочная|молочный
112991,набор пирожных муравейник,Mirel,True,"ОАО ""Хлебпром""",420г,,,"Набор пирожных ""Муравейник"" Mirel 420г",Кондитерские изделия|Торты и пирожные свежие,набор|набор + пирожных|пирожное|пирожные
147114,чай зеленый крупнолистовой,Сайгон,True,"ООО ""Каспий""",250г,,,"Чай зеленый крупнолистовой ""Сайгон"" 250г","Чай зеленый|Чай, кофе, какао",чай|чай + зеленый|чай + зеленый + крупнолистовой|чай + крупнолистовой
116343,семечки подсолн жареные отборные,от Атамана,True,"ООО ""АгроПетро""",100г,,,Семечки От Атамана подсолн жареные отборные 100г,"Овощи, фрукты, грибы, ягоды|Орехи, сухофрукты",семена|семена + жареные|семечки|семечки + жареные|семечки + жареные + отборные|семечки + отборные|семечки + подсолн|семечки + подсолн + жареные|семечки + подсолн + отборные|семя
81557,корейка в/к,Останкино,True,"ОАО ""ОМПК""",150г,,нарезка,Корейка в/к по-Останкински нарезка 150г,Мясная гастрономия|Мясные деликатесы,корейка|корейка + в к|корейка + в/к
241472,пудинг ehrmann со взбитыми сливками ваниль,Grand Dessert,True,Молкерай Хайнихен Фрайберг ГмбХ,200г,4.7%,,Пудинг Ehrmann Grand Dessert со взбитыми сливками 4.7% 200г ваниль,"Десерты, каши молочные|Молочные продукты|Молочные продукты, сыры, яйцо",пудинг|пудинг + ehrmann|пудинг + ehrmann + взбитыми|пудинг + ehrmann + сливками|пудинг + ehrmann + со|пудинг + ehrmann + со взбитыми|пудинг + ehrmann + со сливками|пудинг + ваниль|пудинг + взбитыми|пудинг + взбитыми + сливками|пудинг + взбитыми + со сливками|пудинг + сливками|пудинг + со|пудинг + со + взбитыми|пудинг + со + сливками|пудинг + со + со взбитыми|пудинг + со + со сливками|пудинг + со взбитыми|пудинг + со взбитыми + сливками|пудинг + со сливками
95453,лапша куриная,BIGBON,True,None,85г,,,Лапша БигБон Куриная 85г,Бакалея|Супы и блюда быстрого приготовления,куриная|куриное|куриный|курица|лапша|лапша + куриная|лапша + курица|лапша + курицы
566322,ананасы консервированные кусочки,Барко,True,V&K Pineapple Canning Co.,580мл,,,"Ананасы консервированные кусочки, Барко 580мл",Консервация|Фруктово-ягодная консервация,ананас|ананасы|ананасы + консервированные|ананасы + кусочками|ананасы + кусочки
129698,кофе молотый арабика д/чашки,Safari Coffee,True,"ООО ""ЖК ХОЛДИНГ"", Россия",200г,,,Кофе молотый Живой кофе Арабика д/чашки 200г,"Кофе|Чай, кофе, какао",Кофе|кофе|кофе + арабика|кофе + в чашке|кофе + молотого|кофе + молотый|кофе + молотый + арабика|кофе + с молотого|кофе + чашке|кофейный|молотый|молотый + кофе
203199,луковый суп с сухариками по-французски,Knorr,True,"Юнилевер Польша, Россия",16г,,,Чашка супа Кнорр Луковый суп с сухариками по-французски 16г,Бакалея|Супы и блюда быстрого приготовления,лук|луковый|суп|суповой
602342,кофе растворимый колумбия меделлин с керам кружкой,Jardin,True,"ООО ""НЕП"", Россия",95г,,ст/б,Кофе растворимый Жардин Колумбия Меделлин 95г ст/б с керам.кружкой,"Кофе|Чай, кофе, какао",Кофе|кофе|кофе + колумбия|кофе + колумбия + меделлин|кофе + меделлин|кофе + растворимый|кофе + растворимый + колумбия|кофейный
145879,хлебцы к завтраку,Сладкая жизнь,True,"ООО ""Кондитерская фабрика ""Сладкая жизнь""",150г,,,Хлебцы Сладкая Жизнь к завтраку 150г,Хлебобулочные изделия|Хлебцы,Хлебцы|хлеб|хлебные|хлебушки|хлебцы
104387,нектар вишня,J-7,True,"ОАО ""ВБД Напитки""",0.2л,,т/пак,Нектар J7 вишня 0.2л т/пак,"Напитки, соки|Соки, нектары, морсы",вишня|нектар|нектар + вишня
52037,груша вильямс,Не Бренд,False,None,кг,,,"Груша Вильямс, кг","Овощи, фрукты, грибы, ягоды|Фрукты, ягоды",груша|груши
594348,пастила ванильная,О'КЕЙ,True,"ООО ""Славконд""",247г,,,Пастила ОКЕЙ ванильная 247г,"Кондитерские изделия|Мармелад, суфле, зефир, пастила",ванилин|ванильный|пастила|пастила + ванили|пастила + с ванили
81145,нектар персик,J-7,True,"ОАО ""ВБД Напитки""",0.2л,,т/пак,Нектар J7 персик 0.2л т/пак,"Напитки, соки|Соки, нектары, морсы",нектар|нектар + персик|персик|персики|персиковое
92741,мексиканская смесь,Морозко Green,True,ООО Фзп,400г,,,Мексиканская смесь Морозко Green 400г,"Замороженные продукты|Овощи, ягоды, грибы замороженные",мексиканская|смесь
245095,колбаса в/к сервелат с окороком от колбасье,ДЫМОВ,True,"ООО""Дымовское колбасное производство""",350г,,,Колбаса в/к Сервелат с окороком от Колбасье ДЫМОВ 350г,Колбасы копченые|Мясная гастрономия,колбаса|колбаса + в к|колбаса + в к + колбасье|колбаса + в к + сервелат|колбаса + в/к|колбаса + в/к + колбасье|колбаса + в/к + сервелат|колбаса + колбасье|колбаса + окороком|колбаса + с окороком|колбаса + сервелат|колбаска|колбаски|колбасный|колбасу
86950,крупа рис акватика,Мистраль,True,"ООО""Мистраль""",500г,,,Крупа Рис Акватика 500г Мистраль,Бакалея|Крупы|Рис,крупа|крупа + акватика|крупа + рис|крупа + рис + акватика|крупа + рисовая|рис|рисовая
46735,судак тушка охл,Не Бренд,False,None,кг,,,"Судак тушка охл., кг","Рыба охлажденная и замороженная|Рыба, морепродукты и икра",судак
244381,желатин,Dr.Oetker,True,"ЗАО ""Д-р Оеткер""",30г,,,Желатин Dr.Oetker 30г,"Ингредиенты для выпечки|Растительные масла, соусы и приправы",желатин
42712,говядина охл тазобедренная п/ф,Мясо,False,None,кг,,,Говядина охл. тазобедренная п/ф. кг,Мясо и птица|Мясо охлажденное,говядина|говядина + охл|говядина + охл + п ф|говядина + охл + п/ф|говядина + охл + тазобедренная|говядина + п ф|говядина + п/ф|говядина + тазобедренная|говядина + тазобедренная + п ф|говядина + тазобедренная + п/ф|мясной|мясной + говяжий|мясо
242696,икра имитир осетровая,Здоровье,True,"ООО ""ЕВРОПРОМ""",150г,,,Икра имитир Здоровье осетровая 150г,"Икра|Рыба, морепродукты и икра",икра|икра + имитир|икра + имитир + осетровая|икра + осетровая
601877,кетчуп лечо дой,Балтимор,True,ООО «Юнилевер Русь»,330г,,пак,Кетчуп Балтимор Лечо 330г дой пак,"Кетчупы|Растительные масла, соусы и приправы",кетчуп|кетчуп + лечо|лечо
170939,сметана,Домик в деревне,True,"ОАО ""Вимм-Билль-Данн""",350г,25%,,Сметана Домик в деревне 25% 350г,"Молочные продукты|Молочные продукты, сыры, яйцо|Сметана",сметана|сметанно
21470,чеснок фасованный,Не Бренд,False,Intermational Logistic,,,шт,Чеснок фасованный шт,"Корнеплоды|Овощи|Овощи, фрукты, грибы, ягоды",чеснок|чесночная
184875,напиток на сыворотке арбуз тп 6,АКТУАЛЬ,True,"ОАО ""Компания ЮНИМИЛК""",330г,,пэтбутылка,Актуаль Напиток на сыворотке Арбуз 330г Пэтбутылка (ТП 6),"Кисломолочные продукты|Молочные продукты|Молочные продукты, сыры, яйцо",напитки|напиток|напиток + арбуз|напиток + сыворотка
241745,мармелад желейный яблоко,Сладко,True,"ОАО ""Оркла Брэндс Россия""",300г,,,Мармелад желейный Сладко Яблоко 300г,"Кондитерские изделия|Мармелад, суфле, зефир, пастила",желе|мармелад|мармелад + желейный|мармелад + яблоко|мармеладные
70705,вафельные трубочки в мол шоколаде,Balsen,True,None,100г,,,Вафельные трубочки Бальзен в мол.шоколаде 100г,Кондитерские изделия|Мучные кондитерские изделия,вафельные|вафли|трубочка|трубочка + вафельная
243812,лапша соус/кусочки курицы,Биг Ланч,True,"ООО ТПК ""Биофуд""",110г,,,Лапша БигЛанч соус/кусочки курицы 110г,Бакалея|Супы и блюда быстрого приготовления,кусочки|лапша|лапша + куриная|лапша + курица|лапша + курицы|лапша + кусочки|лапша + соус|лапша + соус + кусочки|лапша + соус кусочки|лапша + соус/кусочки|соус|соус + для курицы|соус + курицы|соус + лапши
57361,балык с/к дарницкий,РЕМИТ,True,"МПЗ ""Ремит""",кг,,в/у,Балык с/к Дарницкий  в/у. кг РЕМИТ,Колбасы копченые|Мясная гастрономия,балык|балык + дарницкий|балык + с к|балык + с к + дарницкий|балык + с/к|балык + с/к + дарницкий
157315,молоко утп тп,33 коровы,True,"ОАО ""Вимм-Билль-Данн""",950г,3.2%,,Молоко УТП 33 коровы 3.2% 950г ТП,"Молоко и сливки|Молочные продукты|Молочные продукты, сыры, яйцо",молоко|молоко + тп|молоко + утп|молоко + утп + тп|молочная|молочный
242158,сметана,Вкуснотеево,True,"ОАО Молочный комбинат ""Воронежский""",350г,15%,стакан,Сметана Вкуснотеево 15% 350г стакан,"Молочные продукты|Молочные продукты, сыры, яйцо|Сметана",сметана|сметанно
42043,яблоки грени смит,Не Бренд,False,None,кг,,,"Яблоки Грени Смит, кг","Овощи, фрукты, грибы, ягоды|Фрукты, ягоды",яблоки|яблоки + грени|яблоки + грени + смит|яблоки + смит|яблочно|яблочный
